"";"za_nr";"doi";"version";"year";"respid";"ost_west";"german";"v12";"v19";"v20";"Authirtarn";"Authrit1";"Author3";"v125";"v126";"Author4";"v140";"v150";"v151";"v152";"v171";"v172";"v206";"v207";"Trustcourt";"TrustParl";"TrustMunicpl";"Trustarmy";"TrustJusticSys";"TrustGvt";"TrustPolice";"v237";"v238";"v239";"v240";"v241";"v242";"v243";"v244";"v245";"v246";"Proud";"Proud1";"Proud2";"v359";"v372";"v377";"v378";"v421";"v441";"v442";"v444";"v445";"v447";"v448";"v449";"v452";"v453";"v454";"v462";"v463";"v570";"v571";"v572";"v573";"v574";"v575";"v576";"v577";"v578";"v579";"religisness";"v617";"v618";"v619";"v620";"ReligLead";"TrueRelig";"Gd";"v625";"v626";"v627";"v628";"v635";"v636";"v637";"v638";"v639";"v640";"v641";"v642";"v643";"v644";"v645";"v646";"v647";"v665";"v670";"v672";"v673";"v674";"v681";"v688";"v725";"v726";"Age";"v730";"Sex";"Xtian";"Relig";"WrshpAttnd";"v741";"PrayFreq";"Student";"Employment";"v771";"Commute2";"v889";"v890";"Maritalstatus";"Immigrant1";"v1344";"v1374";"v1376";"v1377";"v1378";"v1379";"v1380";"v1381";"v1864";"v1865";"v1866";"v1910";"capipapi";"samptype";"splt80";"splt82";"splt88";"splt90";"splt94";"splt00";"splt06";"splt10";"splt12_1";"splt12_2";"splt12_3";"splt14_1";"splt14_2";"splt14_3";"wghtpt";"wghtpow";"wghtptow";"wghtht";"wghthow";"wghthtow";"FAC1_1"
"11";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";11;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"E";NA;NA;NA;NA;"COMPLETELY AGREE";"MOST IMPORTANT";"MATERIALISTS";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"TEND TO AGREE";"COMPLETELY DISAGREE";"..";"..";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"ART AND LITERATURE";"ECONOMIC ACHIEVEMENT";"ATHLETES";NA;"VERY STRONG IDENT.";"WEAK IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CAN TRUST MOST";NA;NA;66;"60-74 YEARS";"MALE";"ROMAN CATHOLIC";NA;NA;"SEVERAL TIMES A YEAR";NA;NA;"EMPLOYED, FULL-TIME";NA;NA;2500;"1000 EMPL. AND MORE";"MARRIED, COHABITING";"NO";NA;"HAMBURG";"500000 AND MORE";NA;NA;NA;"ZONE 1  ;>499999";NA;NA;2008088;NA;"EVERY DAY";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;-0,88556505479186
"12";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";12;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"VERY GOOD";NA;NA;NA;NA;NA;NA;"COMPLETELY AGREE";"SECOND";"POSTMAT. MIXED TYPE";"FAIR SHARE";"UPPER MIDDLE CLASS";"..";NA;NA;"TEND TO DISAGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"SCIENTIFIC ACHIEVM.";"ART AND LITERATURE";"ECONOMIC ACHIEVEMENT";NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CAN TRUST MOST";NA;NA;37;"30-44 YEARS";"FEMALE";"PROTESTANT<EKD>";NA;NA;NA;NA;NA;"EMPLOYED, PART-TIME";NA;NA;25;"20-49 EMPL.";"MARRIED, COHABITING";"YES";NA;"BAVARIA";"2000-4999 INH.";NA;NA;NA;"ZONE 2-4;>499999";NA;NA;2008045;NA;"SEVERAL TIMES A WEEK";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;0,319105422597033
"13";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";13;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"M";NA;NA;NA;NA;"COMPLETELY AGREE";"MOST IMPORTANT";"MATERIALISTS";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"TEND TO DISAGREE";"COMPLETELY DISAGREE";NA;"..";"NO TRUST AT ALL";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"SCIENTIFIC ACHIEVM.";"BASIC LAW";"SOC.WELFARE ACHIEVM.";NA;"VERY STRONG IDENT.";"VERY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;75;"75-89 YEARS";"FEMALE";"NO AFFILIATION";NA;NA;"NEVER";NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"WIDOWED";"YES";NA;"SAXONY";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;>499999";NA;NA;2008158;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;0,843210564;0,589597235;0,497154617057191;NA
"14";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";14;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"Z";NA;NA;NA;NA;"COMPLETELY AGREE";"THIRD";"MATERIAL. MIXED TYPE";"VERY MUCH LESS";"MIDDLE CLASS";"..";NA;NA;"COMPLETELY AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"BASIC LAW";"ATHLETES";"SOC.WELFARE ACHIEVM.";NA;"VERY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;61;"60-74 YEARS";"MALE";"PROTESTANT<EKD>";NA;NA;NA;NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"DIVORCED";"YES";NA;"LOWER SAXONY";"UP TO 1999 INHAB.";NA;NA;NA;"UP TO 1999 INH.";NA;NA;2008096;NA;"AT LEAST 1X A WEEK";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;1,731064511;1,190217285;2,06034290244227;-0,547065153208101
"15";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";15;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"O";NA;NA;NA;NA;"COMPLETELY AGREE";"SECOND";"POSTMAT. MIXED TYPE";"FAIR SHARE";"UPPER CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"GREAT DEAL OF TRUST";"..";"..";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"BASIC LAW";"ART AND LITERATURE";"SCIENTIFIC ACHIEVM.";NA;"VERY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;75;"75-89 YEARS";"FEMALE";"ROMAN CATHOLIC";NA;NA;"ONCE A DAY";NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"WIDOWED";"YES";NA;"BADEN-WUERTTEMBERG";"500000 AND MORE";NA;NA;NA;"ZONE 1  ;>499999";NA;NA;2008011;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;1,731064511;1,190217285;2,06034290244227;1,07951378464658
"16";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";16;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"Z";NA;NA;NA;NA;"TEND TO AGREE";"SECOND";"MATERIALISTS";"SOMEWHAT LESS";"MIDDLE CLASS";"..";NA;NA;"TEND TO DISAGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"ATHLETES";"SCIENTIFIC ACHIEVM.";"ART AND LITERATURE";NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;37;"30-44 YEARS";"MALE";"NO AFFILIATION";NA;NA;NA;NA;NA;"EMPLOYED, FULL-TIME";NA;NA;45;"20-49 EMPL.";"NEVER MARRIED";"YES";NA;"SAXONY";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;>499999";NA;NA;2008159;NA;"SEVERAL TIMES A WEEK";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;1,686421128;0,589597235;0,994309234114381;0,0469426272766929
"17";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";17;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"G";NA;NA;NA;NA;"TEND TO AGREE";"SECOND";"MATERIALISTS";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"BASIC LAW";"SOC.WELFARE ACHIEVM.";"SCIENTIFIC ACHIEVM.";NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;75;"75-89 YEARS";"FEMALE";"PROTESTANT<EKD>";NA;NA;NA;NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"MARRIED, COHABITING";"NO";NA;"NORTH RHINE WESTPHA.";"20000-49999 INH.";NA;NA;NA;"ZONE 1  ;<100000";NA;NA;2008110;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;-0,847601226402309
"18";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";18;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"O";NA;NA;NA;NA;"TEND TO DISAGREE";"SECOND";"MATERIALISTS";"SOMEWHAT LESS";"WORKING CLASS";"..";NA;NA;"TEND TO AGREE";"COMPLETELY DISAGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"BASIC LAW";NA;NA;NA;"WEAK IDENTIFICATION";"WEAK IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;40;"30-44 YEARS";"FEMALE";"PROTESTANT<EKD>";NA;NA;NA;NA;NA;"NOT WORKING";"HOUSEWIFE, -HUSBAND";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"LOWER SAXONY";"20000-49999 INH.";NA;NA;NA;"ZONE 2-4;>499999";NA;NA;2008099;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,43276612775;1,190217285;0,515085725610568;-0,689256667970991
"19";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";19;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"VERY BAD";NA;"M";NA;NA;NA;NA;"TEND TO AGREE";"FOURTH";"MATERIAL. MIXED TYPE";"VERY MUCH LESS";"LOWER CLASS";"BOTTOM";NA;NA;"TEND TO AGREE";"COMPLETELY DISAGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"ART AND LITERATURE";"ATHLETES";"BASIC LAW";NA;"VERY STRONG IDENT.";"VERY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;64;"60-74 YEARS";"FEMALE";"NO AFFILIATION";NA;NA;NA;NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"DIVORCED";"YES";NA;"SCHLESWIG-HOLSTEIN";"5000 -19999 INH.";NA;NA;NA;"5000-19999 INH.";NA;NA;2008085;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;1,731064511;1,190217285;2,06034290244227;-0,081175299922641
"20";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";20;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"G";NA;NA;NA;NA;"TEND TO AGREE";"FOURTH";"POSTMATERIALISTS";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"BASIC LAW";"ATHLETES";NA;NA;"VERY STRONG IDENT.";"VERY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;21;"18-29 YEARS";"MALE";"ROMAN CATHOLIC";NA;NA;"1X TO 2X A YEAR";NA;NA;"EMPLOYED, FULL-TIME";NA;NA;800;"500-999 EMPL.";"NEVER MARRIED";"YES";NA;"RHINELAND PALATINATE";"UP TO 1999 INHAB.";NA;NA;NA;"UP TO 1999 INH.";NA;NA;2008017;NA;"EVERY DAY";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,43276612775;1,190217285;0,515085725610568;0,0714080183782865
"21";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";21;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;NA;NA;NA;NA;NA;"TEND TO AGREE";"SECOND";"MATERIALISTS";"VERY MUCH LESS";"WORKING CLASS";NA;NA;NA;"TEND TO AGREE";"TEND TO DISAGREE";NA;NA;"..";NA;"..";"..";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"ATHLETES";NA;NA;NA;"VERY STRONG IDENT.";"WEAK IDENTIFICATION";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;45;"45-59 YEARS";"FEMALE";"PROTESTANT<EKD>";NA;NA;NA;NA;NA;"LESS THAN PART-TIME";"OTHER REASONS";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"BADEN-WUERTTEMBERG";"5000 -19999 INH.";NA;NA;NA;"5000-19999 INH.";NA;NA;2008006;NA;"SEVERAL TIMES A WEEK";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,8655322555;1,190217285;1,03017145122114;NA
"22";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";22;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"G";NA;NA;NA;NA;"COMPLETELY AGREE";"THIRD";"POSTMATERIALISTS";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO DISAGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"BASIC LAW";"SCIENTIFIC ACHIEVM.";"ART AND LITERATURE";NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"IT DEPENDS";NA;NA;62;"60-74 YEARS";"MALE";"PROTESTANT<EKD>";NA;NA;NA;NA;NA;"EMPLOYED, FULL-TIME";NA;NA;700;"500-999 EMPL.";"MARRIED, COHABITING";"YES";NA;"NORTH RHINE WESTPHA.";"5000 -19999 INH.";NA;NA;NA;"ZONE 2-4;<500000";NA;NA;2008037;NA;"AT LEAST 1X A WEEK";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,577021503666667;1,190217285;0,686780967480757;0,49277155012145
"23";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";23;"NEW FEDERAL STATES";"YES, EXCLUSIVELY";"GOOD";NA;"O";NA;NA;NA;NA;"COMPLETELY AGREE";"SECOND";"MATERIALISTS";NA;"WORKING CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO AGREE";NA;"GREAT DEAL OF TRUST";"GREAT DEAL OF TRUST";NA;"GREAT DEAL OF TRUST";"..";"..";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"ECONOMIC ACHIEVEMENT";"SOC.WELFARE ACHIEVM.";"ATHLETES";NA;"WEAK IDENTIFICATION";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NEED TO BE CAREFUL";NA;NA;69;"60-74 YEARS";"FEMALE";"PROTESTANT<EKD>";NA;NA;NA;NA;NA;"NOT WORKING";"RETIRED";NA;NA;NA;"MARRIED, COHABITING";"NO";NA;"THURINGIA";"5000 -19999 INH.";NA;NA;NA;"ZONE 2-4;<500000";NA;NA;2008066;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";0,59300946;0,59300946;0,843210564;0,589597235;0,497154617057191;NA
"24";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";24;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"BAD";NA;"P - RIGHT";NA;NA;NA;NA;"TEND TO AGREE";"MOST IMPORTANT";"MATERIAL. MIXED TYPE";"FAIR SHARE";"WORKING CLASS";"TOP";NA;NA;"COMPLETELY DISAGREE";"COMPLETELY DISAGREE";"..";"GREAT DEAL OF TRUST";"GREAT DEAL OF TRUST";NA;"..";"..";"GREAT DEAL OF TRUST";"NOT SELECTED";"SELECTED";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"ATHLETES";"GERMAN PARLIAMENT";"SOC.WELFARE ACHIEVM.";NA;"PRETTY STRONG IDENT.";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CAN TRUST MOST";NA;NA;50;"45-59 YEARS";"MALE";"PROT. FREE CHURCH";NA;NA;"SEVERAL TIMES A YEAR";NA;NA;"NOT WORKING";"UNEMPLOYED";NA;NA;NA;"DIVORCED";"NO";NA;"HESSE";"20000-49999 INH.";NA;NA;NA;"ZONE 2-4;<100000";NA;NA;2008021;NA;"EVERY DAY";"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,577021503666667;1,190217285;0,686780967480757;1,57044417930923
"25";"GGSS 1980-2014";"doi:10.4232/1.12574";"1.0.0 (2016-09-27)";"STUDY NO. 4600/4602";25;"OLD FEDERAL STATES";"YES, EXCLUSIVELY";"PART GOOD, PART BAD";NA;"F - LEFT";NA;NA;NA;NA;"COMPLETELY AGREE";"THIRD";"POSTMAT. MIXED TYPE";"FAIR SHARE";"MIDDLE CLASS";"..";NA;NA;"TEND TO AGREE";"TEND TO AGREE";"..";"..";"..";NA;"..";"..";"..";"SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"NOT SELECTED";"SELECTED";"SELECTED";"BASIC LAW";"SOC.WELFARE ACHIEVM.";"SCIENTIFIC ACHIEVM.";NA;"WEAK IDENTIFICATION";"PRETTY STRONG IDENT.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"CAN TRUST MOST";NA;NA;46;"45-59 YEARS";"FEMALE";"ROMAN CATHOLIC";NA;NA;"ALMOST EVERY WEEK";NA;NA;"NOT WORKING";"OTHER REASONS";NA;NA;NA;"MARRIED, COHABITING";"YES";NA;"NORTH RHINE WESTPHA.";"100000-499999 INH.";NA;NA;NA;"ZONE 1  ;<500000";NA;NA;2008107;NA;NA;"CAPI";"S. OF INDIVIDUALS";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"NAP;NOT AVAILABLE";1,18324783;1,18324783;0,3462129022;1,190217285;0,412068580488455;0,493122363585795
